timestamp,open,high,low,close,volume
1768078800000,3088.61,3089.01,3087.71,3089.0,1573.235
1768079100000,3089.0,3089.0,3082.94,3085.32,6364.094
1768079400000,3085.32,3087.06,3085.32,3086.47,3187.603
1768079700000,3086.47,3087.74,3086.36,3086.74,1688.066
1768080000000,3086.75,3088.81,3086.73,3088.81,673.386
1768080300000,3088.81,3088.81,3088.39,3088.4,401.869
1768080600000,3088.39,3088.92,3087.98,3088.23,961.609
1768080900000,3088.23,3088.26,3085.94,3085.94,878.077
1768081200000,3085.95,3086.83,3085.72,3086.02,1508.749
1768081500000,3086.02,3086.26,3084.54,3085.41,1686.328
1768081800000,3085.41,3085.41,3085.24,3085.25,532.082
1768082100000,3085.25,3085.25,3085.04,3085.05,371.841
1768082400000,3085.04,3085.05,3081.92,3082.54,4739.082
1768082700000,3082.54,3083.51,3082.15,3082.73,2497.934
1768083000000,3082.73,3084.91,3081.0,3081.0,4878.025
1768083300000,3081.0,3081.01,3077.08,3080.41,14539.542
1768083600000,3080.42,3080.42,3078.64,3078.87,1328.247
1768083900000,3078.86,3081.84,3078.86,3081.84,2779.746
1768084200000,3081.84,3087.66,3081.84,3086.51,5032.448
1768084500000,3086.5,3088.48,3086.13,3087.48,1509.213
1768084800000,3087.47,3087.71,3085.16,3086.51,2803.461
1768085100000,3086.51,3086.52,3083.06,3083.9,1788.131
1768085400000,3083.91,3083.91,3080.49,3080.68,1998.584
1768085700000,3080.68,3081.34,3079.03,3079.28,2817.62
1768086000000,3079.27,3083.7,3078.63,3081.78,3331.879
1768086300000,3081.77,3084.71,3080.33,3084.71,1827.511
1768086600000,3084.71,3084.96,3083.09,3083.2,1260.292
1768086900000,3083.2,3085.0,3083.19,3083.21,993.539
1768087200000,3083.2,3085.7,3083.2,3084.15,1112.601
1768087500000,3084.16,3086.01,3083.99,3085.89,2072.426
1768087800000,3085.89,3087.32,3085.12,3086.7,1183.47
1768088100000,3086.69,3086.7,3084.42,3085.06,1117.231
1768088400000,3085.06,3086.75,3084.95,3086.62,849.749
1768088700000,3086.61,3087.3,3085.53,3087.11,1835.959
1768089000000,3087.12,3088.38,3086.58,3086.59,1910.063
1768089300000,3086.59,3086.77,3084.47,3085.47,2831.512
1768089600000,3085.47,3085.68,3083.5,3084.18,4659.965
1768089900000,3084.19,3085.31,3083.23,3084.34,1737.854
1768090200000,3084.34,3087.05,3084.34,3087.05,1607.854
1768090500000,3087.05,3089.75,3086.0,3086.01,3547.594
1768090800000,3086.01,3090.0,3085.65,3089.97,2729.545
1768091100000,3089.98,3090.28,3088.76,3090.14,3310.419
1768091400000,3090.14,3090.14,3088.72,3088.72,817.744
1768091700000,3088.72,3088.73,3087.1,3088.28,1549.24
1768092000000,3088.28,3088.31,3086.88,3086.89,486.417
1768092300000,3086.88,3089.88,3086.88,3089.53,1017.506
1768092600000,3089.53,3091.24,3089.11,3091.15,1951.783
1768092900000,3091.16,3091.7,3090.52,3090.77,1554.36
1768093200000,3090.77,3090.9,3090.3,3090.89,1216.761
1768093500000,3090.9,3092.81,3090.89,3091.6,2219.723
1768093800000,3091.6,3091.61,3089.99,3090.1,847.544
1768094100000,3090.09,3091.42,3090.09,3091.42,1067.431
1768094400000,3091.41,3092.43,3088.5,3088.59,3462.053
1768094700000,3088.59,3091.18,3088.59,3091.05,1221.329
1768095000000,3091.05,3091.05,3088.99,3089.64,1442.695
1768095300000,3089.63,3089.87,3088.35,3089.69,961.493
1768095600000,3089.69,3091.7,3089.54,3091.69,1221.247
1768095900000,3091.7,3093.47,3091.69,3092.79,1399.412
1768096200000,3092.79,3094.0,3092.79,3093.01,1822.016
1768096500000,3093.01,3094.5,3093.0,3094.49,1409.235
1768096800000,3094.49,3094.5,3093.02,3093.18,1778.177
1768097100000,3093.18,3093.18,3091.86,3092.79,1505.065
1768097400000,3092.79,3095.87,3092.79,3095.33,4664.552
1768097700000,3095.33,3096.41,3095.32,3095.54,2241.641
1768098000000,3095.54,3095.88,3093.22,3093.76,3628.125
1768098300000,3093.76,3094.0,3093.6,3093.6,775.084
1768098600000,3093.6,3093.61,3091.34,3091.64,1408.608
1768098900000,3091.64,3092.45,3091.59,3092.45,1048.233
1768099200000,3092.45,3093.0,3092.45,3092.99,684.773
1768099500000,3093.0,3094.15,3092.34,3093.54,1540.309
1768099800000,3093.54,3093.54,3090.59,3090.9,2197.842
1768100100000,3090.9,3092.25,3090.9,3091.16,1364.409
1768100400000,3091.17,3091.75,3091.16,3091.18,1332.042
1768100700000,3091.19,3092.23,3090.5,3091.51,1809.141
1768101000000,3091.5,3092.52,3090.9,3091.96,2465.236
1768101300000,3091.97,3095.0,3091.96,3094.91,1523.383
1768101600000,3094.91,3094.91,3092.36,3093.64,1580.209
1768101900000,3093.64,3094.09,3093.17,3093.37,821.295
1768102200000,3093.38,3093.85,3092.43,3093.85,974.413
1768102500000,3093.85,3094.51,3093.65,3094.08,1052.993
1768102800000,3094.07,3094.9,3094.07,3094.89,1313.679
1768103100000,3094.89,3095.88,3094.89,3095.62,3174.077
1768103400000,3095.62,3096.38,3095.05,3095.06,1929.984
1768103700000,3095.05,3095.98,3095.05,3095.48,704.761
1768104000000,3095.49,3095.49,3094.05,3094.92,1690.515
1768104300000,3094.93,3097.54,3094.0,3096.1,4769.9
1768104600000,3096.09,3096.1,3094.56,3094.79,1306.124
1768104900000,3094.79,3095.67,3094.26,3094.26,1374.877
1768105200000,3094.26,3094.26,3093.42,3094.16,1368.855
1768105500000,3094.17,3094.17,3093.8,3094.01,601.435
1768105800000,3094.01,3095.67,3094.0,3095.28,1524.809
1768106100000,3095.27,3097.52,3094.45,3094.46,2714.611
1768106400000,3094.46,3095.14,3093.64,3094.1,911.913
1768106700000,3094.09,3095.0,3094.09,3095.0,532.305
1768107000000,3094.99,3095.96,3094.99,3095.96,862.391
1768107300000,3095.96,3096.81,3095.95,3096.67,901.968
1768107600000,3096.67,3097.0,3096.08,3096.21,1704.81
1768107900000,3096.21,3097.47,3096.21,3097.44,2017.014
1768108200000,3097.44,3097.5,3096.55,3096.67,832.034
1768108500000,3096.68,3096.68,3095.47,3095.57,1243.624
1768108800000,3095.57,3095.58,3094.66,3094.84,1115.862
1768109100000,3094.85,3096.0,3094.85,3095.8,1259.103
1768109400000,3095.81,3096.81,3095.8,3096.68,767.442
1768109700000,3096.68,3097.59,3096.68,3097.59,796.395
1768110000000,3097.59,3099.32,3097.38,3098.77,4418.554
1768110300000,3098.77,3101.0,3098.52,3098.71,7090.91
1768110600000,3098.71,3099.2,3096.54,3097.42,2677.173
1768110900000,3097.42,3098.06,3096.86,3098.05,2317.639
1768111200000,3098.06,3099.47,3097.43,3099.0,2470.23
1768111500000,3099.0,3099.01,3096.72,3098.78,2886.039
1768111800000,3098.78,3099.0,3097.65,3098.44,4420.805
1768112100000,3098.44,3098.5,3090.93,3091.85,6884.434
1768112400000,3091.85,3092.54,3088.31,3092.11,9674.047
1768112700000,3092.11,3093.42,3091.35,3092.66,2910.489
1768113000000,3092.66,3092.66,3091.65,3091.84,1382.979
1768113300000,3091.84,3092.12,3091.63,3092.03,1296.546
1768113600000,3092.03,3093.11,3092.01,3092.77,1713.313
1768113900000,3092.77,3093.88,3092.77,3093.62,1992.333
1768114200000,3093.62,3095.7,3093.62,3095.69,1469.525
1768114500000,3095.69,3096.77,3095.69,3096.19,2547.152
1768114800000,3096.19,3097.02,3096.18,3096.18,1438.92
1768115100000,3096.18,3096.19,3095.31,3095.32,2088.595
1768115400000,3095.31,3095.32,3093.54,3094.08,2784.419
1768115700000,3094.09,3094.63,3093.71,3093.71,722.252
1768116000000,3093.71,3095.49,3093.34,3095.48,2008.185
1768116300000,3095.47,3095.48,3093.2,3093.38,1389.409
1768116600000,3093.37,3093.78,3093.1,3093.77,750.248
1768116900000,3093.77,3093.78,3091.2,3092.3,1847.033
1768117200000,3092.3,3093.15,3092.3,3093.06,932.211
1768117500000,3093.05,3093.77,3093.05,3093.62,761.623
1768117800000,3093.63,3093.74,3092.85,3093.36,1541.476
1768118100000,3093.37,3094.04,3093.36,3094.03,501.694
1768118400000,3094.03,3094.25,3092.33,3092.33,1155.754
1768118700000,3092.33,3093.33,3091.35,3093.32,1661.978
1768119000000,3093.32,3094.24,3093.31,3093.87,784.189
1768119300000,3093.87,3095.78,3093.86,3095.78,1397.579
1768119600000,3095.78,3096.26,3095.77,3096.25,819.232
1768119900000,3096.26,3096.44,3095.77,3096.0,1206.844
1768120200000,3096.0,3098.4,3096.0,3098.0,3342.162
1768120500000,3098.01,3099.99,3097.34,3097.75,5543.596
1768120800000,3097.74,3099.74,3096.68,3099.16,3139.136
1768121100000,3099.16,3099.16,3097.29,3098.61,2559.804
1768121400000,3098.61,3098.87,3098.31,3098.32,1156.631
1768121700000,3098.31,3107.15,3097.86,3101.99,17917.714
1768122000000,3101.99,3103.26,3101.56,3103.09,5230.933
1768122300000,3103.09,3103.09,3101.46,3101.51,3236.372
1768122600000,3101.51,3102.78,3101.51,3101.91,2469.808
1768122900000,3101.91,3102.77,3101.62,3102.77,2297.699
1768123200000,3102.76,3104.77,3102.76,3104.17,5142.368
1768123500000,3104.18,3105.0,3103.5,3105.0,2833.954
1768123800000,3105.0,3108.45,3104.01,3104.25,7921.816
1768124100000,3104.26,3104.26,3100.0,3100.0,16729.499
1768124400000,3100.01,3101.44,3100.0,3101.36,3758.694
1768124700000,3101.36,3103.38,3101.04,3102.64,2403.484
1768125000000,3102.65,3104.21,3102.64,3103.65,1467.39
1768125300000,3103.65,3104.0,3103.06,3103.08,1554.07
1768125600000,3103.09,3104.86,3101.62,3102.01,2212.3
1768125900000,3102.0,3103.99,3101.22,3103.98,2223.287
1768126200000,3103.98,3107.08,3103.98,3106.61,3026.377
1768126500000,3106.6,3106.97,3105.01,3105.67,2688.366
1768126800000,3105.67,3105.76,3104.59,3104.59,1415.719
1768127100000,3104.59,3104.63,3103.17,3104.62,2114.92
1768127400000,3104.63,3105.55,3103.01,3104.98,1781.787
1768127700000,3104.97,3107.0,3104.97,3105.5,2743.905
1768128000000,3105.5,3105.99,3103.66,3103.67,2031.002
1768128300000,3103.66,3104.01,3103.44,3103.6,1844.322
1768128600000,3103.61,3106.14,3103.6,3105.42,2064.541
1768128900000,3105.42,3106.29,3105.42,3106.14,1424.374
1768129200000,3106.15,3106.15,3104.57,3104.79,1241.142
1768129500000,3104.79,3105.1,3102.14,3102.37,3555.94
1768129800000,3102.36,3103.65,3102.36,3102.47,2178.777
1768130100000,3102.47,3102.96,3101.56,3102.9,2676.02
1768130400000,3102.91,3103.11,3102.29,3102.65,969.296
1768130700000,3102.65,3104.61,3102.64,3104.61,2043.282
1768131000000,3104.61,3106.05,3104.61,3104.81,3494.592
1768131300000,3104.8,3105.57,3104.8,3105.29,1024.884
1768131600000,3105.3,3105.91,3104.47,3104.72,1975.148
1768131900000,3104.72,3104.72,3103.37,3103.85,1162.489
1768132200000,3103.84,3103.85,3103.37,3103.6,1393.821
1768132500000,3103.61,3103.85,3102.05,3103.8,2237.714
1768132800000,3103.8,3105.99,3103.46,3105.99,3586.184
1768133100000,3105.99,3107.71,3104.84,3105.48,5473.667
1768133400000,3105.49,3107.68,3105.48,3107.63,1906.69
1768133700000,3107.63,3109.95,3105.77,3108.66,6467.764
1768134000000,3108.65,3108.66,3106.69,3107.57,3509.358
1768134300000,3107.56,3108.89,3106.3,3108.72,2729.984
1768134600000,3108.71,3112.44,3107.09,3107.14,9073.465
1768134900000,3107.15,3108.19,3106.47,3107.99,2084.843
1768135200000,3108.0,3111.04,3108.0,3109.75,3640.186
1768135500000,3109.75,3115.88,3109.73,3113.79,20769.389
1768135800000,3113.78,3114.37,3111.1,3113.34,5840.021
1768136100000,3113.33,3114.54,3112.52,3112.52,5795.749
1768136400000,3112.53,3113.97,3110.51,3111.37,5194.313
1768136700000,3111.37,3113.07,3110.88,3111.89,3925.411
1768137000000,3111.89,3114.06,3111.89,3113.84,3221.316
1768137300000,3113.84,3115.0,3112.61,3113.6,3673.079
1768137600000,3113.61,3114.2,3110.25,3110.5,5541.212
1768137900000,3110.5,3111.02,3107.0,3110.91,9150.468
1768138200000,3110.91,3110.91,3107.67,3108.43,3143.363
1768138500000,3108.42,3111.36,3108.29,3111.36,2773.411
1768138800000,3111.36,3112.0,3105.52,3105.93,5233.68
